x1,x2,y1,d1y1dx1,d1y1dx2,d2y1dx1,d2y1dx2,d2y1dx1dx2
-1,-1,1.29872241020718,-0.402555179585633,-2.70127758979282,1.19488964082873,6.29872241020718,3.59744482041437
-0.959183673469388,-1,1.28331455879417,-0.351738229350428,-2.55342013508338,1.29652354129914,6.07923292614111,3.64826177064957
-0.918367346938775,-1,1.27006787971288,-0.296598934451801,-2.40340150804223,1.4068021310964,5.86190461440675,3.7034010655482
-0.877551020408163,-1,1.25916619610992,-0.236769648596478,-2.25103788552273,1.52646070280704,5.64692129815074,3.76323035140352
-0.836734693877551,-1,1.25080896660385,-0.17185145454741,-2.09612980890636,1.65629709090518,5.4344824359916,3.82814854545259
-0.795918367346939,-1,1.24521261519364,-0.101411504306594,-1.93846085419411,1.79717699138681,5.22480445192834,3.89858849569341
-0.755102040816326,-1,1.2426119742856,-0.024980133061449,-1.7777961889797,1.9500397338771,5.01812217836724,3.97501986693855
-0.714285714285714,-1,1.24326185045986,0.057952272348289,-1.613881006683,2.11590454469658,4.81469042188843,4.05795227234829
-0.673469387755102,-1,1.24743872341657,0.147938671322938,-1.44643882760384,2.29587734264588,4.61478566219208,4.14793867132294
-0.63265306122449,-1,1.25544258942962,0.245579056410261,-1.27516965546834,2.49115811282052,4.41870789555207,4.24557905641026
-0.591836734693878,-1,1.26759896159921,0.351524453810666,-1.0997479771763,2.70304890762133,4.2267826350686,4.35152445381067
-0.551020408163265,-1,1.28426104024025,0.466481264153962,-0.919820592412815,2.93296252830792,4.03936308105657,4.46648126415396
-0.510204081632653,-1,1.30581206787774,0.591215972490184,-0.735004258652868,3.18243194498037,3.85683247604101,4.59121597249018
-0.469387755102041,-1,1.33266788455143,0.726560258898783,-0.544883135856731,3.45312051779757,3.67960666006164,4.72656025889878
-0.428571428571429,-1,1.36527970046726,0.873416543791653,-0.349006013818459,3.74683308758331,3.5081368433244,4.87341654379165
-0.387755102040816,-1,1.40413710448271,1.03276400488378,-0.146883303680561,4.06552800976755,3.34291261468679,5.03276400488378
-0.346938775510204,-1,1.44977132848532,1.20566510595023,0.062016226444504,4.41133021190047,3.18446520603634,5.20566510595023
-0.306122448979592,-1,1.5027587894299,1.39327268090061,0.278268993511528,4.78654536180121,3.03337103432785,5.39327268090061
-0.26530612244898,-1,1.56372493265126,1.59683762040456,0.502500442855341,5.19367524080912,2.89025554489616,5.59683762040456
-0.224489795918367,-1,1.63334840207827,1.81771721231981,0.735389218404804,5.63543442463963,2.75579738167011,5.81771721231981
-0.183673469387755,-1,1.7123655651543,2.0573841915331,0.977671687603284,6.1147683830662,2.63073291209308,6.0573841915331
-0.142857142857143,-1,1.80157542263453,2.31743655955477,1.23014685120596,6.63487311910954,2.51586113692024,6.31743655955477
-0.102040816326531,-1,1.90184493599656,2.59960823934006,1.49368167069044,7.19921647868013,2.41204901762922,6.59960823934006
-0.061224489795919,-1,2.01411480798543,2.90578063637902,1.76921684880176,7.81156127275805,2.32023725696502,6.90578063637902
-0.020408163265306,-1,2.13940575483518,3.23799518313974,2.05777310177395,8.47599036627949,2.24144657116171,7.23799518313975
0.020408163265306,-1,2.27882531198775,3.59846695050611,2.36045796504898,9.19693390101223,2.17678449566122,7.59846695050612
0.061224489795918,-1,2.43357521868687,3.98959941696558,2.67847317787054,9.97919883393116,2.12745276970728,7.98959941696558
0.102040816326531,-1,2.60495943068439,4.41400049402185,3.01312269599052,10.8280009880437,2.09475534905174,8.41400049402185
0.142857142857143,-1,2.79439281448458,4.87449991468344,3.36582138591315,11.7489998293669,2.08010710019886,8.87449991468344
0.183673469387755,-1,3.00341058109594,5.37416810096738,3.73810445864696,12.7483362019348,2.08504323415716,9.37416810096738
0.224489795918367,-1,3.2336785221911,5.91633663621894,4.13163770586457,13.8326732724379,2.11122954259927,9.91633663621894
0.265306122448979,-1,3.4870041169252,6.50462047874836,4.54822860672112,15.0092409574967,2.1604735046803,10.5046204787484
0.306122448979592,-1,3.76534858346846,7.14294206489611,4.98983837938683,16.2858841297922,2.2347363385705,11.1429420648961
0.346938775510204,-1,4.07083995560782,7.83555746223604,5.45859505764863,17.6711149244721,2.3361460780568,11.835557462236
0.387755102040816,-1,4.40578727160685,8.58708474729533,5.95680767977011,19.1741694945906,2.46701176140276,12.5870847472953
0.428571428571428,-1,4.77269596992966,9.40253479700218,6.48698168421537,20.8050695940044,2.62983882707252,13.4025347970022
0.469387755102041,-1,5.17428459448107,10.2873446991662,7.05183561488923,22.5746893983324,2.82734581897086,14.2873446991662
0.510204081632653,-1,5.61350292074677,11.2474140047588,7.65431924727738,24.4948280095177,3.0624825125835,15.2474140047588
0.551020408163265,-1,6.09355162369128,12.2891440637091,8.29763325634434,26.5782881274182,3.33844958287495,16.2891440637091
0.591836734693877,-1,6.61790361855108,13.4194807064899,8.98525055732659,28.8389614129798,3.6587199450817,17.4194807064899
0.63265306122449,-1,7.19032721681468,14.6459605560783,9.72093946171264,31.2919211121567,4.02706191069223,18.6459605560783
0.673469387755102,-1,7.81491125178421,15.9767612790786,10.5087888028046,33.9535225581572,4.4475643130087,19.9767612790786
0.714285714285714,-1,8.49609234124555,17.4207561110625,11.3532351983884,36.841512222125,4.92466376981697,21.4207561110625
0.755102040816326,-1,9.23868446902329,18.9875730196792,12.2590926322886,39.9751460393585,5.46317426494166,22.9875730196792
0.795918367346939,-1,10.0479110826584,20.6876589000106,13.2315845520461,43.3753178000212,6.06831924592366,24.6876589000106
0.836734693877551,-1,10.9294399212223,22.5323492301997,14.2763786967325,47.0646984603993,6.74576645183452,26.5323492301997
0.877551020408163,-1,11.8894208054861,24.5339436517885,15.3996248871187,51.0678873035769,7.50166570344525,28.5339436517885
0.918367346938775,-1,12.9345266424128,26.7057879787031,16.6079960301679,55.4115759574061,8.34268990771888,30.7057879787031
0.959183673469388,-1,14.0719979173751,29.062363181689,17.9087326112527,60.124726363378,9.27607955002818,33.062363181689
1,-1,15.3096909707543,31.6193819415085,19.3096909707543,65.2387638830171,10.3096909707543,35.6193819415085
-1,-0.959183673469388,1.19364835266498,-0.260146111863558,-2.44893254475021,1.2446696544019,6.0662694544168,3.38243478555163
-0.959183673469388,-0.959183673469388,1.18409573406474,-0.207212088732231,-2.30980839202738,1.35053770066455,5.85783434186751,3.43536880868296
-0.918367346938775,-0.959183673469388,1.17679432388351,-0.149775648762898,-2.16843303088554,1.46541058060322,5.65165043773723,3.49280524865229
-0.877551020408163,-0.959183673469388,1.17193560348038,-0.087453829237365,-2.0246149799656,1.59005421965428,5.44790922338504,3.55512706817783
-0.836734693877551,-0.959183673469388,1.16972734107201,-0.019831093722303,-1.8781464710509,1.7252996906844,5.24681846702762,3.62274980369289
-0.795918367346939,-0.959183673469388,1.17039497704624,0.053543438557946,-1.72880206375361,1.8720487552449,5.04860360905279,3.69612433597314
-0.755102040816326,-0.959183673469388,1.17418312710646,0.133158999010188,-1.57633714237031,2.03127987614939,4.85350926516396,3.77573989642538
-0.714285714285714,-0.959183673469388,1.18135721326924,0.219546431667538,-1.42048628488447,2.20405474146409,4.66180085737768,3.86212732908273
-0.673469387755102,-0.959183673469388,1.19220523358986,0.313281732640576,-1.26096149324078,2.39152534341016,4.47376638374925,3.95586263005577
-0.63265306122449,-0.959183673469388,1.20703968241573,0.414989890624117,-1.09745027309184,2.59494165937724,4.28971833862607,4.05757078803931
-0.591836734693878,-0.959183673469388,1.22619963397103,0.525349054066504,-0.929613550213473,2.81565998626202,4.10999579623231,4.1679299514817
-0.551020408163265,-0.959183673469388,1.25005300316509,0.645095052786433,-0.757083409696338,3.05515198370188,3.93496667147732,4.28767595020163
-0.510204081632653,-0.959183673469388,1.27899899869877,0.77502630418559,-0.579460642839589,3.31501448650019,3.76503017306195,4.41760720160078
-0.469387755102041,-0.959183673469388,1.31347078482494,0.916009136769715,-0.396312085390355,3.59698015166844,3.60061946523906,4.55859003418491
-0.428571428571429,-0.959183673469388,1.35393836951077,1.06898356647318,-0.207167729381451,3.90292901107537,3.44220455597584,4.71156446388837
