t,x1,y1
0.0,0.0,0.0
0.0,0.050505050505050504,0.1580013959733499
0.0,0.10101010101010101,0.3120334456984871
0.0,0.15151515151515152,0.4582265217274104
0.0,0.20202020202020202,0.5929079290546404
0.0,0.25252525252525254,0.7126941713788629
0.0,0.30303030303030304,0.8145759520503357
0.0,0.35353535353535354,0.8959937742913359
0.0,0.40404040404040403,0.9549022414440739
0.0,0.45454545454545453,0.9898214418809327
0.0,0.5050505050505051,0.9998741276738751
0.0,0.5555555555555556,0.984807753012208
0.0,0.6060606060606061,0.9450008187146685
0.0,0.6565656565656566,0.8814533634475821
0.0,0.7070707070707071,0.7957618405308323
0.0,0.7575757575757576,0.6900790114821119
0.0,0.8080808080808081,0.5670598638627709
0.0,0.8585858585858586,0.4297949120891718
0.0,0.9090909090909091,0.28173255684143006
0.0,0.9595959595959596,0.12659245357374938
0.0,1.0101010101010102,-0.03172793349806786
0.0,1.0606060606060606,-0.18925124436040983
0.0,1.1111111111111112,-0.34202014332566866
0.0,1.1616161616161615,-0.4861967361004685
0.0,1.2121212121212122,-0.6181589862206053
0.0,1.2626262626262625,-0.7345917086575329
0.0,1.3131313131313131,-0.8325698546347713
0.0,1.3636363636363635,-0.909631995354518
0.0,1.4141414141414141,-0.9638421585599419
0.0,1.4646464646464645,-0.9938384644612541
0.0,1.5151515151515151,-0.998867339183008
0.0,1.5656565656565655,-0.9788024462147789
0.0,1.6161616161616161,-0.9341478602651068
0.0,1.6666666666666667,-0.8660254037844386
0.0,1.7171717171717171,-0.7761464642917572
0.0,1.7676767676767677,-0.6667690005162917
0.0,1.8181818181818181,-0.5406408174555982
0.0,1.8686868686868687,-0.4009305354066141
0.0,1.9191919191919191,-0.2511479871810794
0.0,1.9696969696969697,-0.09505604330418256
0.0,2.0202020202020203,0.06342391965656492
0.0,2.0707070707070705,0.2203105327865396
0.0,2.121212121212121,0.3716624556603268
0.0,2.1717171717171717,0.513677391573406
0.0,2.2222222222222223,0.6427876096865391
0.0,2.2727272727272725,0.7557495743542578
0.0,2.323232323232323,0.8497254299495142
0.0,2.3737373737373737,0.9223542941045814
0.0,2.4242424242424243,0.9718115683235418
0.0,2.474747474747475,0.9968547759519424
0.0,2.525252525252525,0.9968547759519424
0.0,2.5757575757575757,0.9718115683235419
0.0,2.6262626262626263,0.9223542941045816
0.0,2.676767676767677,0.8497254299495145
0.0,2.727272727272727,0.7557495743542594
0.0,2.7777777777777777,0.6427876096865404
0.0,2.8282828282828283,0.5136773915734072
0.0,2.878787878787879,0.3716624556603282
0.0,2.929292929292929,0.22031053278654106
0.0,2.9797979797979797,0.06342391965656465
0.0,3.0303030303030303,-0.09505604330418282
0.0,3.080808080808081,-0.25114798718107967
0.0,3.131313131313131,-0.4009305354066128
0.0,3.1818181818181817,-0.540640817455597
0.0,3.2323232323232323,-0.6667690005162913
0.0,3.282828282828283,-0.7761464642917567
0.0,3.3333333333333335,-0.8660254037844387
0.0,3.3838383838383836,-0.9341478602651062
0.0,3.4343434343434343,-0.9788024462147785
0.0,3.484848484848485,-0.998867339183008
0.0,3.5353535353535355,-0.9938384644612542
0.0,3.5858585858585856,-0.9638421585599426
0.0,3.6363636363636362,-0.909631995354519
0.0,3.686868686868687,-0.8325698546347721
0.0,3.7373737373737375,-0.7345917086575339
0.0,3.7878787878787876,-0.6181589862206057
0.0,3.8383838383838382,-0.48619673610046904
0.0,3.888888888888889,-0.3420201433256688
0.0,3.9393939393939394,-0.18925124436041
0.0,3.9898989898989896,-0.03172793349806891
0.0,4.040404040404041,0.12659245357375007
0.0,4.090909090909091,0.28173255684142906
0.0,4.141414141414141,0.4297949120891697
0.0,4.191919191919192,0.5670598638627706
0.0,4.242424242424242,0.6900790114821109
0.0,4.292929292929293,0.7957618405308324
0.0,4.343434343434343,0.8814533634475816
0.0,4.393939393939394,0.9450008187146677
0.0,4.444444444444445,0.984807753012208
0.0,4.494949494949495,0.999874127673875
0.0,4.545454545454545,0.9898214418809329
0.0,4.595959595959596,0.9549022414440742
0.0,4.646464646464646,0.8959937742913363
0.0,4.696969696969697,0.8145759520503351
0.0,4.747474747474747,0.7126941713788632
0.0,4.797979797979798,0.592907929054642
0.0,4.848484848484849,0.45822652172741013
0.0,4.898989898989899,0.31203344569848823
0.0,4.94949494949495,0.15800139597334906
0.0,5.0,6.123233995736766e-16
0.10101010101010101,0.0,0.0
0.10101010101010101,0.050505050505050504,0.05830419993298175
0.10101010101010101,0.10101010101010101,0.11514366877397962
0.10101010101010101,0.15151515151515152,0.1690904727316208
0.10101010101010101,0.20202020202020202,0.21878934818577597
0.10101010101010101,0.25252525252525254,0.2629917489219699
0.10101010101010101,0.30303030303030304,0.3005872123873666
0.10101010101010101,0.35353535353535354,0.3306312569782632
0.10101010101010101,0.40404040404040403,0.35236910951722455
0.10101010101010101,0.45454545454545453,0.36525466683289465
0.10101010101010101,0.5050505050505051,0.36896421508545574
0.10101010101010101,0.5555555555555556,0.36340456217778644
0.10101010101010101,0.6060606060606061,0.3487153789480744
0.10101010101010101,0.6565656565656566,0.3252656903279223
0.10101010101010101,0.7070707070707071,0.2936446046158532
0.10101010101010101,0.7575757575757576,0.25464651376747216
0.10101010101010101,0.8080808080808081,0.20925113650388866
0.10101010101010101,0.8585858585858586,0.15859890559987244
0.10101010101010101,0.9090909090909091,0.10396231767777223
0.10101010101010101,0.9595959595959596,0.04671396526405074
0.10101010101010101,1.0101010101010102,-0.011707945785768344
0.10101010101010101,1.0606060606060606,-0.06983572721481555
0.10101010101010101,1.1111111111111112,-0.12620907995604255
0.10101010101010101,1.1616161616161615,-0.17941178009051403
0.10101010101010101,1.2121212121212122,-0.22810725754001923
0.10101010101010101,1.2626262626262625,-0.271072173678159
0.10101010101010101,1.3131313131313131,-0.3072271543156928
0.10101010101010101,1.3636363636363635,-0.33566390597923845
0.10101010101010101,1.4141414141414141,-0.3556680342621412
0.10101010101010101,1.4646464646464645,-0.36673699099981444
0.10101010101010101,1.5151515151515151,-0.3685926993966219
0.10101010101010101,1.5656565656565655,-0.36118853993305094
0.10101010101010101,1.6161616161616161,-0.34471052155166054
0.10101010101010101,1.6666666666666667,-0.319572608699013
0.10101010101010101,1.7171717171717171,-0.2864063216186789
0.10101010101010101,1.7676767676767677,-0.2460448711590713
0.10101010101010101,1.8181818181818181,-0.1995022266650014
0.10101010101010101,1.8686868686868687,-0.1479476428140386
0.10101010101010101,1.9191919191919191,-0.09267628534017144
0.10101010101010101,1.9696969696969697,-0.03507669359187199
0.10101010101010101,2.0202020202020203,0.023404102662570488
0.10101010101010101,2.0707070707070705,0.08129693583906504
0.10101010101010101,2.121212121212121,0.13714740929287517
0.10101010101010101,2.1717171717171717,0.18955243499494148
0.10101010101010101,2.2222222222222223,0.23719548222174378
0.10101010101010101,2.2727272727272725,0.27887965173325857
0.10101010101010101,2.323232323232323,0.3135577445421539
0.10101010101010101,2.3737373737373737,0.3403585698799038
0.10101010101010101,2.4242424242424243,0.3586088314452443
0.10101010101010101,2.474747474747475,0.36785004210376104
0.10101010101010101,2.525252525252525,0.36785004210376104
0.10101010101010101,2.5757575757575757,0.3586088314452443
0.10101010101010101,2.6262626262626263,0.34035856987990387
0.10101010101010101,2.676767676767677,0.313557744542154
0.10101010101010101,2.727272727272727,0.2788796517332592
0.10101010101010101,2.7777777777777777,0.23719548222174422
0.10101010101010101,2.8282828282828283,0.18955243499494195
0.10101010101010101,2.878787878787879,0.1371474092928757
0.10101010101010101,2.929292929292929,0.08129693583906558
0.10101010101010101,2.9797979797979797,0.023404102662570387
0.10101010101010101,3.0303030303030303,-0.035076693591872085
0.10101010101010101,3.080808080808081,-0.09267628534017154
0.10101010101010101,3.131313131313131,-0.1479476428140381
0.10101010101010101,3.1818181818181817,-0.19950222666500095
0.10101010101010101,3.2323232323232323,-0.24604487115907114
0.10101010101010101,3.282828282828283,-0.28640632161867874
0.10101010101010101,3.3333333333333335,-0.31957260869901305
0.10101010101010101,3.3838383838383836,-0.3447105215516604
0.10101010101010101,3.4343434343434343,-0.36118853993305083
